months_after_shock,hot,slack,linear_no_state,hot_lower60,hot_upper60,slack_lower60,slack_upper60,hot_lower90,hot_upper90,slack_lower90,slack_upper90
0,0.027513156570918698,-0.008299851729543646,-0.0016957181042736354,-0.04407003722203666,0.09909635036387406,-0.03516802322586482,0.018568319766777523,-0.11240408890129085,0.16743040204312826,-0.060816655569192316,0.044216952110105026
1,0.10601712279444125,-0.011955380019791403,0.00624337477466029,0.018593247105659336,0.19344099848322316,-0.05026391097695626,0.026353150937373452,-0.06486248213432094,0.27689672772320345,-0.08683362791016234,0.06292286787057953
2,0.014856801037614442,0.020250066222276382,0.035059430694401435,-0.10101718329360165,0.13073078536883054,-0.025034926459056472,0.06553505890360924,-0.21163167831700827,0.24134528039223715,-0.06826444537562351,0.10876457782017626
3,0.02406748594040753,0.04169810776838091,0.07041738485326725,-0.09385334103799106,0.14198831291880612,-0.004901058313240496,0.08829727385000233,-0.20642177306561157,0.25455674494642666,-0.04938510064923697,0.1327813161859988
4,-0.10063476312954323,0.05690295082735264,0.0859023029456224,-0.22863953324928954,0.02737000699020309,0.0037680630893509523,0.11003783856535432,-0.3508342009230112,0.14956467466392476,-0.0469550462365884,0.1607609478912937
5,-0.015304623853562793,0.037234796758915584,0.08002182198904696,-0.14247682128243913,0.11186757357531354,-0.026034253322828563,0.10050384684065973,-0.26387670651813216,0.23326745881100658,-0.08643153806103347,0.16090113157886465
6,0.0998862725459837,0.04836459074040417,0.09930776955177227,-0.044907060513582286,0.2446796056055497,-0.02549065070013662,0.12221983218094495,-0.18312826272372407,0.38290080781569147,-0.09599362238897988,0.1927228038697882
7,0.16337626261124405,-0.0030593593254167883,0.055881412671520386,-0.010953058789502007,0.33770558401199013,-0.08351928087128162,0.07740056222044804,-0.17736961869130735,0.5041221439137955,-0.1603271479933679,0.15420842934253431
8,0.17230178728195655,-0.026302618573153275,0.03804017818936481,-0.012805034134905385,0.3574086086988185,-0.11030030454814369,0.057695067401837136,-0.18950990619563124,0.5341134807595443,-0.19048535791352783,0.13788012076722128
9,0.3422890501355007,-0.027873134866372218,0.04018722826936455,0.12919550333329613,0.5553825969377053,-0.11811957257529679,0.06237330284255235,-0.07422578409646996,0.7588038843674714,-0.2042697484965777,0.14852347876383326
10,0.3064273669210871,-0.03567744425071051,0.025676890378451972,0.09973116412416516,0.513123569718009,-0.13940728360607824,0.0680523951046572,-0.09758315304200288,0.710437886884177,-0.23842885316180829,0.16707396466038726
11,0.24718708670700984,-0.003505309115172023,0.0538781966236159,0.05245354818786538,0.4419206252261543,-0.11772780812602948,0.11071718989568544,-0.1334410868481145,0.6278152602621342,-0.2267657783082097,0.21975516007786566
12,0.1788496061669198,0.0004414605145136863,0.06265583531198127,-0.04823684028062447,0.4059360526144641,-0.12849268072803993,0.1293756017570673,-0.26501589336517417,0.6227151056990138,-0.2515745356166659,0.2524574566456932
13,0.011667406671845626,0.01939798614298721,0.0755775860376931,-0.2522434056349563,0.27557821897864754,-0.12004612945700147,0.1588421017429759,-0.504175376413574,0.5275101897572653,-0.25316091376431005,0.29195688605028447
14,-0.03455502029363089,0.02672769527872726,0.06657339977662716,-0.28009619470819874,0.21098615412093696,-0.11543655846941633,0.16889194902687085,-0.5144923205692536,0.44538227998199187,-0.2511480145783262,0.3046034051357807
15,0.06068585489855449,0.01765827299276468,0.059314917825914026,-0.17606268056212443,0.2974343903592334,-0.13093291690176134,0.1662494628872907,-0.4020652630111613,0.5234369728082703,-0.2727795922359607,0.30809613822149007
16,0.18946996921310744,-0.0024057846429827168,0.04388857422165196,-0.052829690734084334,0.4317696291602992,-0.1616072772698656,0.15679570798390016,-0.28413143360667686,0.6630713720328918,-0.31358265651943507,0.3087710872334697
17,0.18611428433318444,-0.008520569969586417,0.032576645442265656,-0.04268940366455351,0.4149179723309224,-0.17322923414577746,0.15618809420660462,-0.2611077531623941,0.633336321828763,-0.3304618158938192,0.3134206759546463
18,0.29071342604370987,-0.041121041357482624,0.009392008741168634,0.042598545681679756,0.53882830640574,-0.21020094931095698,0.12795886659599173,-0.19425446629889892,0.7756813183863187,-0.37160636524468,0.28936428252971474
19,0.3373916086232165,-0.03446941606621229,0.01854913517140533,0.06126427490303149,0.6135189423434015,-0.21323272389182601,0.14429389175940144,-0.20232971263356136,0.8771129298799943,-0.38388201275482275,0.3149431806223982
20,0.553020029318434,-0.04963925560033072,0.03059729276955342,0.25665929913369195,0.8493807595031759,-0.23765052278936552,0.13837201158870407,-0.0262496963872465,1.1322897550241144,-0.4171280086017117,0.31784949740105023
21,0.46839300739044676,-0.04561075922591029,0.044666993576577496,0.16710051008518823,0.7696855046957053,-0.23907842174839988,0.1478569032965793,-0.12051640095930405,1.0573024157401976,-0.42376463856228785,0.33254312011046727
22,0.430340722008709,-0.048898689786406546,0.04731951035852522,0.22516116236672254,0.6355202816506954,-0.25159373283282427,0.15379635326001118,0.029294648326356643,0.8313867956910613,-0.44508850182461607,0.347291122251803
23,0.29698064034798666,-0.030950712689266136,0.05265093261016213,0.08756157659418812,0.5063997041017851,-0.23678878664345757,0.1748873612649253,-0.11235201159473979,0.7063132922907132,-0.4332839252066674,0.37138249982813515
24,0.5931296068838936,-0.0223527625024858,0.07297498801684332,0.3423670970995282,0.843892116668259,-0.22540687516093477,0.18070135015596317,0.10298663089140175,1.0832725828763854,-0.4192444156906376,0.374538890685666
